x	y
-2.7011087729	-1.5344151715
-2.683194176	-1.5497156827
-2.6645033635	-1.5640576475
-2.6450875658	-1.5774017556
-2.625	-1.5897114317
-2.6042957249	-1.6009529359
-2.5830314894	-1.6110954559
-2.5612655773	-1.6201111919
-2.5390576475	-1.6279754323
-2.5164685703	-1.6346666218
-2.4935602609	-1.6401664203
-2.4703955093	-1.6444597533
-2.4470378085	-1.6475348529
-2.4235511803	-1.6493832906
-2.4	-1.65
-2.38	-1.65
-2.36	-1.65
-2.34	-1.65
-2.32	-1.65
-2.3	-1.65
-2.28	-1.65
-2.26	-1.65
-2.24	-1.65
-2.22	-1.65
-2.2	-1.65
-2.18	-1.65
-2.16	-1.65
-2.14	-1.65
-2.12	-1.65
-2.1	-1.65
-2.08	-1.65
-2.06	-1.65
-2.04	-1.65
-2.02	-1.65
-2	-1.65
-1.98	-1.65
-1.96	-1.65
-1.94	-1.65
-1.92	-1.65
-1.9	-1.65
-1.88	-1.65
-1.86	-1.65
-1.84	-1.65
-1.82	-1.65
-1.8	-1.65
-1.78	-1.65
-1.76	-1.65
-1.74	-1.65
-1.72	-1.65
-1.7	-1.65
-1.68	-1.65
-1.66	-1.65
-1.64	-1.65
-1.62	-1.65
-1.6	-1.65
-1.58	-1.65
-1.56	-1.65
-1.54	-1.65
-1.52	-1.65
-1.5	-1.65
-1.48	-1.65
-1.46	-1.65
-1.44	-1.65
-1.42	-1.65
-1.4	-1.65
-1.38	-1.65
-1.36	-1.65
-1.34	-1.65
-1.32	-1.65
-1.3	-1.65
-1.28	-1.65
-1.26	-1.65
-1.24	-1.65
-1.22	-1.65
-1.2	-1.65
-1.18	-1.65
-1.16	-1.65
-1.14	-1.65
-1.12	-1.65
-1.1	-1.65
-1.08	-1.65
-1.06	-1.65
-1.04	-1.65
-1.02	-1.65
-1	-1.65
-0.98	-1.65
-0.96	-1.65
-0.94	-1.65
-0.92	-1.65
-0.9	-1.65
-0.88	-1.65
-0.86	-1.65
-0.84	-1.65
-0.82	-1.65
-0.8	-1.65
-0.78	-1.65
-0.76	-1.65
-0.74	-1.65
-0.72	-1.65
-0.7	-1.65
-0.68	-1.65
-0.66	-1.65
-0.64	-1.65
-0.62	-1.65
-0.6	-1.65
-0.5764488197	-1.6493832906
-0.5529621915	-1.6475348529
-0.5296044907	-1.6444597533
-0.5064397391	-1.6401664203
-0.4835314297	-1.6346666218
-0.4609423525	-1.6279754323
-0.4387344227	-1.6201111919
-0.4169685106	-1.6110954559
-0.3957042751	-1.6009529359
-0.375	-1.5897114317
-0.3549124342	-1.5774017556
-0.3354966365	-1.5640576475
-0.316805824	-1.5497156827
-0.2988912271	-1.5344151715
-0.2818019485	-1.5181980515
-0.2655848285	-1.5011087729
-0.2502843173	-1.483194176
-0.2359423525	-1.4645033635
-0.2225982444	-1.4450875658
-0.2102885683	-1.425
-0.1990470641	-1.4042957249
-0.1889045441	-1.3830314894
-0.1798888081	-1.3612655773
-0.1720245677	-1.3390576475
-0.1653333782	-1.3164685703
-0.1598335797	-1.2935602609
-0.1555402467	-1.2703955093
-0.1524651471	-1.2470378085
-0.1506167094	-1.2235511803
-0.15	-1.2
-0.15	-1.18
-0.15	-1.16
-0.15	-1.14
-0.15	-1.12
-0.15	-1.1
-0.15	-1.08
-0.15	-1.06
-0.15	-1.04
-0.15	-1.02
-0.15	-1
-0.15	-0.98
-0.15	-0.96
-0.15	-0.94
-0.15	-0.92
-0.15	-0.9
