X	Y
5.07	0.425
5.05	0.425
5.03	0.425
5.01	0.425
4.99	0.425
4.97	0.425
4.95	0.425
4.93	0.425
4.91	0.425
4.89	0.425
4.87	0.425
4.85	0.425
4.83	0.425
4.81	0.425
4.8010883	0.425214769
4.792197292	0.425858577
4.783347618	0.42692993
4.774559827	0.42842634
4.765854321	0.430344332
4.757251315	0.432679454
4.748770781	0.435426283
4.740432411	0.438578442
4.732255565	0.442128612
4.724259228	0.446068551
4.716461967	0.45038911
4.708881884	0.455080258
4.70153658	0.460131102
4.69444311	0.465529916
4.687617942	0.471264165
4.681076925	0.477320534
4.674835244	0.483684962
4.668907393	0.490342672
4.663307134	0.497278205
4.658047471	0.504475459
4.653140615	0.511917722
4.648597959	0.519587716
4.644430051	0.527467631
4.640646568	0.535539172
4.637256294	0.543783598
4.634267101	0.552181767
4.631685929	0.56071418
4.629518772	0.569361026
4.62777066	0.578102229
4.626445654	0.586917493
4.625546829	0.595786351
4.625076273	0.60468821
4.625	0.61
4.625	0.63
4.625	0.65
4.625	0.67
4.625	0.69
4.625	0.71
4.625	0.73
4.625	0.75
4.625	0.77
4.625	0.79
4.625	0.81
4.625	0.83
4.625	0.85
4.625	0.87
4.625	0.89
4.625	0.91
4.625	0.93
4.625	0.95
4.625	0.97
4.625	0.99
4.625	1.01
4.625	1.03
4.625	1.05
4.625	1.07
4.625	1.09
4.625	1.11
4.625	1.13
4.625	1.15
4.625	1.17
4.625	1.19
4.625	1.21
4.624518221	1.22999111
4.623074002	1.249935805
4.620670698	1.269787776
4.617313887	1.289500929
4.613011363	1.309029495
4.607773118	1.328328132
4.601611312	1.347352032
